Venta_ID,Fecha,Pais,Ciudad,Canal_Venta,Categoria,Ventas,Costo,Utilidad,Margen_Utilidad,Segmento,Satisfaccion
526,2025-01-01,Chile,Cartagena,Tienda Fisica,Oficina,4136395,2956434,1179961,0.29,Corporativo,5
527,2025-01-01,Peru,Cartagena,App Movil,Oficina,144300,71397,72903,0.51,Corporativo,4
528,2025-01-01,Chile,Bogota,Tienda Fisica,Hogar,4129701,2113132,2016569,0.49,Corporativo,4
529,2025-01-01,Mexico,Cartagena,Ecommerce,Hogar,470519,383869,86650,0.18,Premium,5
530,2025-01-01,Chile,Santiago,Ecommerce,Oficina,3306818,2270895,1035923,0.31,Corporativo,2
531,2025-01-01,Mexico,Santiago,Tienda Fisica,Hogar,2523235,1150475,1372760,0.54,Basico,3
532,2025-01-01,Mexico,Santiago,App Movil,Oficina,2138568,1789218,349350,0.16,Premium,4
533,2025-01-01,Colombia,Santiago,Tienda Fisica,Tecnologia,3473345,1908799,1564546,0.45,Basico,5
534,2025-01-01,Colombia,Bogota,App Movil,Tecnologia,3972161,2587018,1385143,0.35,Premium,1
535,2025-01-01,Mexico,Bogota,Tienda Fisica,Tecnologia,3154012,2279626,874386,0.28,Premium,4
536,2025-01-01,Mexico,Bogota,Ecommerce,Tecnologia,986758,541264,445494,0.45,Premium,4
537,2025-01-01,Chile,Lima,Tienda Fisica,Tecnologia,4020101,3243268,776833,0.19,Basico,3
538,2025-01-01,Peru,Bogota,Tienda Fisica,Oficina,3701214,2120958,1580256,0.43,Corporativo,4
539,2025-01-01,Colombia,Bogota,App Movil,Tecnologia,1897430,883384,1014046,0.53,Premium,5
540,2025-01-01,Mexico,Santiago,App Movil,Hogar,2521570,2062774,458796,0.18,Premium,5
541,2025-01-01,Mexico,Lima,App Movil,Oficina,4676925,3233459,1443466,0.31,Basico,2
542,2025-01-01,Mexico,Cartagena,App Movil,Oficina,3791013,2563668,1227345,0.32,Premium,5
543,2025-01-01,Colombia,Lima,Tienda Fisica,Tecnologia,1690366,997431,692935,0.41,Premium,1
544,2025-01-01,Peru,Cartagena,App Movil,Tecnologia,2503361,1955153,548208,0.22,Basico,1
545,2025-01-01,Colombia,Lima,Ecommerce,Oficina,2023605,1107084,916521,0.45,Corporativo,2
546,2025-01-01,Peru,Cartagena,App Movil,Hogar,4751384,2486318,2265066,0.48,Basico,2
547,2025-01-01,Mexico,Lima,App Movil,Tecnologia,3596304,2886014,710290,0.2,Premium,2
548,2025-01-01,Peru,Bogota,Ecommerce,Hogar,2534454,1535393,999061,0.39,Corporativo,3
549,2025-01-01,Mexico,Santiago,App Movil,Oficina,873098,616291,256807,0.29,Corporativo,4
550,2025-01-01,Colombia,Santiago,Ecommerce,Hogar,3784252,2094825,1689427,0.45,Corporativo,1
551,2025-01-01,Colombia,Santiago,Ecommerce,Oficina,1832057,1057176,774881,0.42,Basico,5
552,2025-01-01,Colombia,Lima,Tienda Fisica,Oficina,773543,583395,190148,0.25,Premium,2
553,2025-01-01,Peru,Santiago,App Movil,Oficina,950773,610987,339786,0.36,Basico,1
554,2025-01-01,Peru,Bogota,Tienda Fisica,Tecnologia,4226891,2141432,2085459,0.49,Corporativo,5
555,2025-01-01,Mexico,Cartagena,Tienda Fisica,Oficina,2166126,1614080,552046,0.25,Basico,1
556,2025-01-01,Peru,Lima,Tienda Fisica,Hogar,4544294,2476257,2068037,0.46,Corporativo,2
557,2025-01-01,Colombia,Cartagena,Ecommerce,Tecnologia,2070619,1339522,731097,0.35,Corporativo,3
558,2025-01-01,Chile,Lima,Tienda Fisica,Hogar,2401684,1312283,1089401,0.45,Corporativo,1
559,2025-01-01,Peru,Lima,App Movil,Oficina,1042661,662831,379830,0.36,Premium,4
560,2025-01-01,Peru,Bogota,Tienda Fisica,Tecnologia,1548634,1090113,458521,0.3,Corporativo,2
561,2025-01-01,Colombia,Cartagena,Ecommerce,Oficina,155640,127835,27805,0.18,Corporativo,4
562,2025-01-01,Chile,Santiago,App Movil,Hogar,3297297,1613299,1683998,0.51,Corporativo,1
563,2025-01-01,Colombia,Cartagena,Ecommerce,Tecnologia,2652760,1379464,1273296,0.48,Corporativo,1
564,2025-01-01,Chile,Santiago,Tienda Fisica,Hogar,1476548,847711,628837,0.43,Corporativo,5
565,2025-01-01,Colombia,Santiago,Ecommerce,Oficina,200954,136675,64279,0.32,Basico,5
566,2025-01-01,Mexico,Lima,App Movil,Tecnologia,4105257,3099089,1006168,0.25,Corporativo,5
567,2025-01-01,Colombia,Lima,Tienda Fisica,Tecnologia,2765030,1344392,1420638,0.51,Basico,4
568,2025-01-01,Chile,Cartagena,App Movil,Tecnologia,644738,305457,339281,0.53,Basico,3
569,2025-01-01,Colombia,Santiago,App Movil,Tecnologia,1515022,1191121,323901,0.21,Corporativo,3
570,2025-01-01,Peru,Bogota,Ecommerce,Oficina,2412746,1207487,1205259,0.5,Corporativo,1
571,2025-01-01,Colombia,Lima,Tienda Fisica,Oficina,4708479,3569326,1139153,0.24,Basico,4
572,2025-01-01,Mexico,Bogota,Tienda Fisica,Tecnologia,4231904,3261705,970199,0.23,Premium,1
573,2025-01-01,Mexico,Cartagena,App Movil,Hogar,4595049,2091201,2503848,0.54,Premium,2
574,2025-01-01,Colombia,Lima,Ecommerce,Oficina,3445998,2176743,1269255,0.37,Basico,2
575,2025-01-01,Mexico,Bogota,App Movil,Hogar,2831649,1988021,843628,0.3,Basico,3
576,2025-01-01,Chile,Cartagena,Ecommerce,Hogar,2606213,1403347,1202866,0.46,Premium,4
577,2025-01-01,Chile,Lima,App Movil,Hogar,4629522,3493155,1136367,0.25,Premium,5
578,2025-01-01,Chile,Bogota,Tienda Fisica,Tecnologia,3422035,2121369,1300666,0.38,Corporativo,5
579,2025-01-01,Mexico,Santiago,Tienda Fisica,Oficina,3752216,2614677,1137539,0.3,Corporativo,1
580,2025-01-01,Mexico,Lima,App Movil,Hogar,1917745,921535,996210,0.52,Basico,3
581,2025-01-01,Peru,Santiago,App Movil,Hogar,2759976,1607199,1152777,0.42,Premium,4
582,2025-01-01,Peru,Bogota,Ecommerce,Tecnologia,3555643,2304885,1250758,0.35,Premium,3
583,2025-01-01,Chile,Bogota,Ecommerce,Hogar,1470708,1087377,383331,0.26,Corporativo,2
584,2025-01-01,Peru,Lima,App Movil,Oficina,4387919,2767766,1620153,0.37,Basico,1
585,2025-01-01,Mexico,Lima,Tienda Fisica,Hogar,2882249,1693271,1188978,0.41,Basico,4
586,2025-01-01,Colombia,Lima,App Movil,Oficina,3405391,1860900,1544491,0.45,Premium,4
587,2025-01-01,Chile,Cartagena,Ecommerce,Oficina,2058583,1017587,1040996,0.51,Corporativo,4
588,2025-01-01,Chile,Santiago,Tienda Fisica,Oficina,4831634,2412138,2419496,0.5,Premium,5
589,2025-01-01,Chile,Lima,Ecommerce,Hogar,4534433,3789953,744480,0.16,Premium,3
590,2025-01-01,Colombia,Bogota,Ecommerce,Tecnologia,4182245,2256514,1925731,0.46,Corporativo,3
591,2025-01-01,Colombia,Cartagena,Tienda Fisica,Oficina,4537501,3438899,1098602,0.24,Corporativo,5
592,2025-01-01,Colombia,Lima,Ecommerce,Oficina,2667304,2072173,595131,0.22,Basico,1
593,2025-01-01,Mexico,Cartagena,Tienda Fisica,Oficina,4546204,3052414,1493790,0.33,Premium,5
594,2025-01-01,Mexico,Santiago,Ecommerce,Oficina,4533342,2955589,1577753,0.35,Premium,4
595,2025-01-01,Peru,Bogota,App Movil,Oficina,3919869,3184382,735487,0.19,Basico,5
596,2025-01-01,Colombia,Bogota,App Movil,Hogar,2897275,1761817,1135458,0.39,Basico,4
597,2025-01-01,Mexico,Santiago,App Movil,Oficina,971706,691393,280313,0.29,Corporativo,4
598,2025-01-01,Mexico,Lima,Ecommerce,Tecnologia,1122239,779052,343187,0.31,Basico,3
599,2025-01-01,Colombia,Santiago,App Movil,Tecnologia,4121434,3070047,1051387,0.26,Basico,3
600,2025-01-01,Colombia,Bogota,Ecommerce,Tecnologia,3589675,2276784,1312891,0.37,Premium,3
601,2025-01-01,Mexico,Bogota,App Movil,Hogar,3090660,2362812,727848,0.24,Basico,3
602,2025-01-01,Mexico,Santiago,App Movil,Oficina,1790210,1227097,563113,0.31,Corporativo,1
603,2025-01-01,Peru,Lima,Tienda Fisica,Hogar,2888154,1483583,1404571,0.49,Basico,5
604,2025-01-01,Mexico,Santiago,Tienda Fisica,Hogar,1933939,1298678,635261,0.33,Basico,5
605,2025-01-01,Peru,Bogota,Tienda Fisica,Oficina,623916,309488,314428,0.5,Basico,2
606,2025-01-01,Peru,Lima,Ecommerce,Oficina,4754733,3963059,791674,0.17,Premium,1
607,2025-01-01,Colombia,Lima,App Movil,Hogar,4217451,2911302,1306149,0.31,Basico,1
608,2025-01-01,Chile,Santiago,Ecommerce,Oficina,1204984,697505,507479,0.42,Basico,5
609,2025-01-01,Chile,Santiago,Ecommerce,Oficina,3511337,2961915,549422,0.16,Corporativo,3
610,2025-01-01,Colombia,Bogota,Tienda Fisica,Hogar,2612282,2190063,422219,0.16,Premium,3
611,2025-01-01,Peru,Bogota,Tienda Fisica,Tecnologia,4263357,2331341,1932016,0.45,Corporativo,3
612,2025-01-01,Colombia,Cartagena,Tienda Fisica,Hogar,668978,402057,266921,0.4,Premium,3
613,2025-01-01,Colombia,Cartagena,App Movil,Tecnologia,3276006,2719444,556562,0.17,Corporativo,1
614,2025-01-01,Peru,Bogota,Tienda Fisica,Oficina,4746277,3746507,999770,0.21,Premium,4
615,2025-01-01,Peru,Lima,App Movil,Tecnologia,1040702,576686,464016,0.45,Premium,1
616,2025-01-01,Chile,Santiago,Ecommerce,Tecnologia,1604285,1237031,367254,0.23,Corporativo,5
617,2025-01-01,Peru,Santiago,Ecommerce,Hogar,3942312,2868372,1073940,0.27,Premium,4
618,2025-01-01,Peru,Santiago,App Movil,Tecnologia,1276552,627822,648730,0.51,Premium,3
619,2025-01-01,Peru,Santiago,App Movil,Tecnologia,1616565,966179,650386,0.4,Premium,4
620,2025-01-01,Peru,Lima,App Movil,Tecnologia,1622702,831346,791356,0.49,Corporativo,1
621,2025-01-01,Mexico,Bogota,Ecommerce,Tecnologia,1708196,890903,817293,0.48,Premium,1
622,2025-01-01,Colombia,Cartagena,Tienda Fisica,Oficina,1609959,1314674,295285,0.18,Basico,4
623,2025-01-01,Mexico,Lima,App Movil,Hogar,1516825,963877,552948,0.36,Basico,2
624,2025-01-01,Chile,Santiago,Tienda Fisica,Tecnologia,1973939,1416590,557349,0.28,Premium,5
625,2025-01-01,Chile,Bogota,App Movil,Hogar,4841923,2386890,2455033,0.51,Basico,1
626,2025-01-01,Peru,Cartagena,Ecommerce,Oficina,3472270,2551281,920989,0.27,Premium,1
627,2025-01-01,Mexico,Lima,Tienda Fisica,Hogar,139981,103481,36500,0.26,Corporativo,3
628,2025-01-01,Peru,Lima,Tienda Fisica,Oficina,117286,94308,22978,0.2,Premium,1
629,2025-01-01,Peru,Lima,Tienda Fisica,Oficina,395619,271329,124290,0.31,Premium,4
630,2025-01-01,Peru,Santiago,Tienda Fisica,Hogar,4566855,2119394,2447461,0.54,Basico,5
631,2025-01-01,Colombia,Santiago,App Movil,Tecnologia,2918954,1793358,1125596,0.39,Corporativo,5
632,2025-01-01,Peru,Santiago,App Movil,Tecnologia,4761623,2208155,2553468,0.54,Basico,5
633,2025-01-01,Peru,Santiago,Ecommerce,Oficina,931446,790507,140939,0.15,Corporativo,3
634,2025-01-01,Colombia,Lima,App Movil,Tecnologia,4192770,2006731,2186039,0.52,Corporativo,2
635,2025-01-01,Mexico,Bogota,App Movil,Tecnologia,2660388,2047336,613052,0.23,Premium,5
636,2025-01-01,Mexico,Santiago,Ecommerce,Tecnologia,4197349,2968720,1228629,0.29,Corporativo,2
637,2025-01-01,Colombia,Lima,Ecommerce,Oficina,1883213,1175605,707608,0.38,Premium,4
638,2025-01-01,Colombia,Cartagena,App Movil,Oficina,1369412,1136568,232844,0.17,Basico,3
639,2025-01-01,Colombia,Lima,App Movil,Oficina,1699513,898200,801313,0.47,Basico,4
640,2025-01-01,Colombia,Lima,Tienda Fisica,Hogar,237295,148626,88669,0.37,Premium,1
641,2025-01-01,Mexico,Santiago,Ecommerce,Hogar,1018575,790518,228057,0.22,Premium,2
642,2025-01-01,Mexico,Cartagena,Ecommerce,Oficina,2511369,1601270,910099,0.36,Premium,5
643,2025-01-01,Chile,Lima,App Movil,Oficina,4802096,2409411,2392685,0.5,Premium,4
644,2025-01-01,Colombia,Bogota,Tienda Fisica,Tecnologia,446962,319748,127214,0.28,Basico,4
645,2025-01-01,Peru,Bogota,Tienda Fisica,Tecnologia,3890183,2930585,959598,0.25,Premium,4
646,2025-01-01,Peru,Santiago,Ecommerce,Tecnologia,3838735,2602222,1236513,0.32,Premium,4
647,2025-01-01,Peru,Santiago,App Movil,Oficina,3704398,2325316,1379082,0.37,Premium,4
648,2025-01-01,Colombia,Santiago,App Movil,Tecnologia,2355777,1451790,903987,0.38,Basico,3
649,2025-01-01,Colombia,Santiago,Tienda Fisica,Tecnologia,629950,524335,105615,0.17,Basico,3
650,2025-01-01,Chile,Santiago,Tienda Fisica,Hogar,3711982,3042759,669223,0.18,Corporativo,1
651,2025-01-01,Peru,Cartagena,Tienda Fisica,Hogar,2156129,1605557,550572,0.26,Premium,5
652,2025-01-01,Chile,Santiago,Ecommerce,Hogar,649638,485509,164129,0.25,Corporativo,2
653,2025-01-01,Chile,Lima,Tienda Fisica,Hogar,994655,843162,151493,0.15,Premium,3
654,2025-01-01,Peru,Bogota,Tienda Fisica,Tecnologia,3089930,1775410,1314520,0.43,Basico,5
655,2025-01-01,Chile,Lima,Ecommerce,Tecnologia,4663767,2522555,2141212,0.46,Basico,3
656,2025-01-01,Colombia,Santiago,Ecommerce,Hogar,4216564,1955264,2261300,0.54,Premium,2
657,2025-01-01,Peru,Bogota,Ecommerce,Hogar,336112,281731,54381,0.16,Basico,3
658,2025-01-01,Chile,Bogota,Ecommerce,Hogar,722930,475419,247511,0.34,Corporativo,4
659,2025-01-01,Mexico,Cartagena,Ecommerce,Tecnologia,779217,593199,186018,0.24,Basico,3
660,2025-01-01,Chile,Lima,Tienda Fisica,Tecnologia,604413,372494,231919,0.38,Premium,4
661,2025-01-01,Chile,Santiago,Ecommerce,Oficina,4068180,2721414,1346766,0.33,Basico,2
662,2025-01-01,Colombia,Bogota,App Movil,Tecnologia,4672602,3204528,1468074,0.31,Premium,2
663,2025-01-01,Chile,Bogota,Ecommerce,Tecnologia,200671,106744,93927,0.47,Corporativo,1
664,2025-01-01,Mexico,Cartagena,Tienda Fisica,Tecnologia,2352070,1378447,973623,0.41,Premium,1
665,2025-01-01,Peru,Santiago,Tienda Fisica,Tecnologia,169541,91124,78417,0.46,Basico,1
666,2025-01-01,Colombia,Lima,Ecommerce,Hogar,2106200,1754289,351911,0.17,Corporativo,5
667,2025-01-01,Chile,Cartagena,Tienda Fisica,Tecnologia,2371238,1905567,465671,0.2,Corporativo,4
668,2025-01-01,Peru,Lima,App Movil,Hogar,880899,543090,337809,0.38,Corporativo,5
669,2025-01-01,Mexico,Lima,Tienda Fisica,Hogar,2330187,1283042,1047145,0.45,Premium,2
670,2025-01-01,Colombia,Bogota,Tienda Fisica,Tecnologia,126811,96790,30021,0.24,Corporativo,3
671,2025-01-01,Mexico,Lima,Tienda Fisica,Hogar,2556895,1245768,1311127,0.51,Corporativo,1
672,2025-01-01,Peru,Lima,App Movil,Oficina,2198429,1157049,1041380,0.47,Premium,5
673,2025-01-01,Peru,Santiago,App Movil,Oficina,570869,343847,227022,0.4,Corporativo,5
674,2025-01-01,Peru,Lima,App Movil,Tecnologia,1173074,742222,430852,0.37,Basico,2
675,2025-01-01,Chile,Lima,App Movil,Hogar,1309655,918894,390761,0.3,Basico,1
676,2025-01-01,Mexico,Bogota,Ecommerce,Tecnologia,1303615,643082,660533,0.51,Corporativo,4
677,2025-01-01,Mexico,Bogota,Tienda Fisica,Tecnologia,2115326,1685583,429743,0.2,Premium,3
678,2025-01-01,Mexico,Santiago,Tienda Fisica,Oficina,3867081,1966094,1900987,0.49,Corporativo,4
679,2025-01-01,Peru,Cartagena,Tienda Fisica,Oficina,1341978,710167,631811,0.47,Basico,5
680,2025-01-01,Peru,Santiago,Ecommerce,Oficina,2735724,1297029,1438695,0.53,Corporativo,4
681,2025-01-01,Colombia,Bogota,App Movil,Tecnologia,3981767,2752987,1228780,0.31,Basico,5
682,2025-01-01,Mexico,Lima,Ecommerce,Oficina,2692731,2275123,417608,0.16,Basico,4
683,2025-01-01,Peru,Bogota,Ecommerce,Oficina,2501664,1504643,997021,0.4,Corporativo,3
684,2025-01-01,Peru,Santiago,Ecommerce,Oficina,1069434,620022,449412,0.42,Basico,2
685,2025-01-01,Chile,Santiago,Tienda Fisica,Hogar,751810,460244,291566,0.39,Corporativo,5
686,2025-01-01,Mexico,Santiago,Ecommerce,Tecnologia,2661557,2105216,556341,0.21,Corporativo,5
687,2025-01-01,Mexico,Lima,Ecommerce,Tecnologia,4255334,1923435,2331899,0.55,Basico,4
688,2025-01-01,Chile,Lima,Ecommerce,Hogar,3112593,1488304,1624289,0.52,Basico,2
689,2025-01-01,Peru,Santiago,App Movil,Oficina,4259754,2193641,2066113,0.49,Basico,2
690,2025-01-01,Peru,Cartagena,Tienda Fisica,Oficina,4476978,2734426,1742552,0.39,Basico,4
691,2025-01-01,Chile,Santiago,App Movil,Oficina,3826502,2412580,1413922,0.37,Basico,2
692,2025-01-01,Peru,Lima,Tienda Fisica,Hogar,4762936,3893856,869080,0.18,Corporativo,1
693,2025-01-01,Colombia,Lima,Tienda Fisica,Hogar,1625199,1086883,538316,0.33,Basico,1
694,2025-01-01,Chile,Lima,App Movil,Hogar,3808495,2184155,1624340,0.43,Premium,2
695,2025-01-01,Mexico,Cartagena,App Movil,Hogar,4392849,3708210,684639,0.16,Premium,5
696,2025-01-01,Chile,Cartagena,Ecommerce,Oficina,4251516,3365005,886511,0.21,Basico,2
697,2025-01-01,Chile,Lima,Ecommerce,Hogar,1347606,1116748,230858,0.17,Premium,1
698,2025-01-01,Colombia,Bogota,Tienda Fisica,Oficina,2408320,1907612,500708,0.21,Corporativo,4
699,2025-01-01,Mexico,Bogota,App Movil,Oficina,4080695,1882257,2198438,0.54,Corporativo,5
700,2025-01-01,Chile,Bogota,Ecommerce,Oficina,1753045,1239432,513613,0.29,Corporativo,1
701,2025-01-01,Mexico,Bogota,Ecommerce,Oficina,2134291,1169502,964789,0.45,Basico,5
702,2025-01-01,Peru,Bogota,App Movil,Oficina,2456175,1234381,1221794,0.5,Corporativo,3
703,2025-01-01,Colombia,Lima,Ecommerce,Tecnologia,3568905,2606737,962168,0.27,Basico,4
704,2025-01-01,Mexico,Bogota,Tienda Fisica,Hogar,947269,678532,268737,0.28,Premium,2
705,2025-01-01,Colombia,Lima,Ecommerce,Tecnologia,1444911,1108701,336210,0.23,Basico,2
706,2025-01-01,Chile,Santiago,Tienda Fisica,Hogar,3997598,2792240,1205358,0.3,Corporativo,4
707,2025-01-01,Chile,Cartagena,Tienda Fisica,Tecnologia,4371923,3335755,1036168,0.24,Corporativo,1
708,2025-01-01,Mexico,Lima,Tienda Fisica,Hogar,4891299,3981173,910126,0.19,Corporativo,1
709,2025-01-01,Mexico,Bogota,App Movil,Tecnologia,2066706,1118471,948235,0.46,Basico,2
710,2025-01-01,Chile,Santiago,Tienda Fisica,Tecnologia,4306308,3649387,656921,0.15,Premium,3
711,2025-01-01,Chile,Lima,App Movil,Hogar,668431,318810,349621,0.52,Basico,3
712,2025-01-01,Chile,Cartagena,Tienda Fisica,Hogar,3520470,2866003,654467,0.19,Basico,5
713,2025-01-01,Peru,Santiago,App Movil,Hogar,3925300,2502097,1423203,0.36,Premium,3
714,2025-01-01,Peru,Cartagena,Ecommerce,Oficina,461592,275275,186317,0.4,Basico,4
715,2025-01-01,Colombia,Bogota,Ecommerce,Tecnologia,4053297,2533801,1519496,0.37,Corporativo,2
716,2025-01-01,Peru,Bogota,App Movil,Hogar,4204776,2452273,1752503,0.42,Basico,4
717,2025-01-01,Chile,Lima,App Movil,Tecnologia,472388,224243,248145,0.53,Corporativo,1
718,2025-01-01,Peru,Santiago,Ecommerce,Tecnologia,2892212,2040889,851323,0.29,Premium,1
719,2025-01-01,Colombia,Bogota,Tienda Fisica,Oficina,4627542,2683472,1944070,0.42,Premium,5
720,2025-01-01,Colombia,Bogota,App Movil,Tecnologia,1236965,728260,508705,0.41,Basico,4
721,2025-01-01,Mexico,Bogota,Tienda Fisica,Oficina,3799243,2662876,1136367,0.3,Premium,2
722,2025-01-01,Colombia,Bogota,Tienda Fisica,Oficina,1782407,970999,811408,0.46,Basico,1
723,2025-01-01,Colombia,Santiago,Tienda Fisica,Hogar,1764731,1253082,511649,0.29,Basico,2
724,2025-01-01,Peru,Santiago,App Movil,Hogar,962893,726230,236663,0.25,Premium,2
725,2025-01-01,Chile,Bogota,App Movil,Oficina,2272796,1116605,1156191,0.51,Corporativo,1
726,2025-01-01,Mexico,Cartagena,App Movil,Tecnologia,1497308,884605,612703,0.41,Corporativo,2
727,2025-01-01,Chile,Lima,Tienda Fisica,Tecnologia,4354324,2409360,1944964,0.45,Premium,1
728,2025-01-01,Colombia,Bogota,Ecommerce,Tecnologia,1795358,1146391,648967,0.36,Corporativo,1
729,2025-01-01,Mexico,Santiago,Ecommerce,Tecnologia,1609244,730674,878570,0.55,Corporativo,4
730,2025-01-01,Chile,Cartagena,Ecommerce,Hogar,1601375,898491,702884,0.44,Premium,1
731,2025-01-01,Colombia,Santiago,App Movil,Oficina,1649614,889344,760270,0.46,Premium,5
732,2025-01-01,Peru,Cartagena,App Movil,Tecnologia,380038,233079,146959,0.39,Basico,1
733,2025-01-01,Colombia,Bogota,App Movil,Oficina,3050282,2305083,745199,0.24,Premium,1
734,2025-01-01,Chile,Santiago,App Movil,Hogar,818333,573212,245121,0.3,Basico,5
735,2025-01-01,Chile,Bogota,Tienda Fisica,Hogar,1270415,814652,455763,0.36,Basico,4
736,2025-01-01,Colombia,Bogota,App Movil,Tecnologia,938546,439013,499533,0.53,Basico,5
737,2025-01-01,Peru,Lima,App Movil,Tecnologia,4087156,2048096,2039060,0.5,Premium,2
738,2025-01-01,Mexico,Bogota,App Movil,Hogar,200595,147299,53296,0.27,Premium,3
739,2025-01-01,Mexico,Lima,App Movil,Tecnologia,3216593,1947824,1268769,0.39,Premium,2
740,2025-01-01,Chile,Bogota,Tienda Fisica,Oficina,1910687,994953,915734,0.48,Premium,5
741,2025-01-01,Peru,Cartagena,Tienda Fisica,Hogar,4406979,3096684,1310295,0.3,Premium,2
742,2025-01-01,Mexico,Santiago,App Movil,Oficina,2478977,1199755,1279222,0.52,Corporativo,4
743,2025-01-01,Peru,Lima,App Movil,Oficina,2815841,1391950,1423891,0.51,Basico,4
744,2025-01-01,Colombia,Cartagena,Tienda Fisica,Hogar,1604183,962294,641889,0.4,Premium,5
745,2025-01-01,Mexico,Lima,Ecommerce,Oficina,3268897,2705973,562924,0.17,Corporativo,3
746,2025-01-01,Chile,Lima,Ecommerce,Oficina,4357512,3102214,1255298,0.29,Basico,5
747,2025-01-01,Mexico,Cartagena,Ecommerce,Tecnologia,2531802,1898399,633403,0.25,Premium,1
748,2025-01-01,Mexico,Lima,App Movil,Hogar,4034710,2746659,1288051,0.32,Premium,1
749,2025-01-01,Chile,Bogota,Tienda Fisica,Hogar,4114305,2433702,1680603,0.41,Corporativo,1
750,2025-01-01,Chile,Cartagena,Tienda Fisica,Tecnologia,3430226,2502880,927346,0.27,Basico,3
751,2025-01-01,Peru,Cartagena,Ecommerce,Tecnologia,757030,599306,157724,0.21,Basico,2
752,2025-01-01,Mexico,Cartagena,Tienda Fisica,Hogar,2129356,1170376,958980,0.45,Corporativo,5
753,2025-01-01,Mexico,Cartagena,Tienda Fisica,Tecnologia,304174,159503,144671,0.48,Basico,1
754,2025-01-01,Mexico,Cartagena,App Movil,Oficina,4315742,2388320,1927422,0.45,Corporativo,3
755,2025-01-01,Mexico,Bogota,App Movil,Tecnologia,1078392,857226,221166,0.21,Premium,4
756,2025-01-01,Mexico,Cartagena,Ecommerce,Tecnologia,1229335,988451,240884,0.2,Corporativo,3
757,2025-01-01,Peru,Cartagena,Ecommerce,Oficina,4716246,3507590,1208656,0.26,Premium,5
758,2025-01-01,Peru,Lima,App Movil,Hogar,1765382,857709,907673,0.51,Premium,5
759,2025-01-01,Peru,Lima,Ecommerce,Hogar,871253,482839,388414,0.45,Basico,2
760,2025-01-01,Mexico,Lima,Ecommerce,Hogar,1890962,1398359,492603,0.26,Basico,2
761,2025-01-01,Colombia,Lima,Tienda Fisica,Tecnologia,2455264,1645191,810073,0.33,Premium,5
762,2025-01-01,Mexico,Bogota,Tienda Fisica,Oficina,1070725,524950,545775,0.51,Basico,2
763,2025-01-01,Colombia,Lima,App Movil,Hogar,2859057,2207399,651658,0.23,Corporativo,1
764,2025-01-01,Peru,Santiago,App Movil,Tecnologia,4810813,4078828,731985,0.15,Premium,1
765,2025-01-01,Peru,Lima,App Movil,Hogar,4226134,2735901,1490233,0.35,Premium,2
766,2025-01-01,Chile,Cartagena,Tienda Fisica,Oficina,150417,111882,38535,0.26,Basico,1
767,2025-01-01,Colombia,Santiago,Ecommerce,Oficina,2689081,1246051,1443030,0.54,Basico,4
768,2025-01-01,Mexico,Bogota,Ecommerce,Oficina,4939310,4036253,903057,0.18,Basico,5
769,2025-01-01,Mexico,Bogota,App Movil,Hogar,3174285,2036887,1137398,0.36,Premium,2
770,2025-01-01,Chile,Lima,App Movil,Tecnologia,3103239,2189146,914093,0.29,Premium,1
771,2025-01-01,Mexico,Bogota,Tienda Fisica,Oficina,1064260,854657,209603,0.2,Basico,2
772,2025-01-01,Peru,Bogota,Ecommerce,Hogar,2369858,1249623,1120235,0.47,Corporativo,4
773,2025-01-01,Colombia,Bogota,App Movil,Tecnologia,3629308,1857537,1771771,0.49,Premium,1
774,2025-01-01,Colombia,Lima,App Movil,Oficina,188190,113757,74433,0.4,Premium,2
775,2025-01-01,Mexico,Cartagena,App Movil,Tecnologia,4924772,3972057,952715,0.19,Corporativo,4
776,2025-01-01,Chile,Bogota,App Movil,Tecnologia,1048614,749327,299287,0.29,Basico,3
777,2025-01-01,Chile,Lima,Tienda Fisica,Hogar,1212132,600655,611477,0.5,Premium,4
778,2025-01-01,Mexico,Cartagena,Ecommerce,Tecnologia,3853552,2356266,1497286,0.39,Basico,1
779,2025-01-01,Mexico,Lima,Ecommerce,Oficina,479278,392988,86290,0.18,Corporativo,4
780,2025-01-01,Chile,Cartagena,App Movil,Hogar,1447186,871980,575206,0.4,Basico,2
781,2025-01-01,Peru,Cartagena,Ecommerce,Hogar,3007887,1767416,1240471,0.41,Basico,2
782,2025-01-01,Peru,Bogota,App Movil,Oficina,4000594,3283366,717228,0.18,Premium,1
783,2025-01-01,Peru,Lima,Ecommerce,Tecnologia,3717614,1756208,1961406,0.53,Premium,4
784,2025-01-01,Chile,Bogota,App Movil,Hogar,3772378,1836151,1936227,0.51,Premium,1
785,2025-01-01,Chile,Bogota,App Movil,Tecnologia,2819920,2097030,722890,0.26,Basico,3
786,2025-01-01,Chile,Lima,Tienda Fisica,Hogar,253274,149427,103847,0.41,Premium,4
787,2025-01-01,Peru,Lima,App Movil,Tecnologia,1750616,1408419,342197,0.2,Premium,5
788,2025-01-01,Colombia,Santiago,Tienda Fisica,Tecnologia,1987763,1095637,892126,0.45,Basico,1
789,2025-01-01,Peru,Lima,App Movil,Hogar,4296862,2977750,1319112,0.31,Premium,5
790,2025-01-01,Mexico,Cartagena,App Movil,Hogar,3035531,2225819,809712,0.27,Corporativo,2
